,Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
188,2004,6,8,7,2138,2125,37,20,AA,1382,N5EBAA,179,175,157,17,13,MIA,EWR,1086,9,13,0,N,0,13,0,4,0,0
189,2004,6,9,1,203,2125,434,20,AA,1382,N639AA,151,175,136,254,278,MIA,EWR,1086,6,9,0,N,0,0,0,0,0,254
190,2004,6,10,2,2140,2125,40,20,AA,1382,N5EKAA,180,175,151,20,15,MIA,EWR,1086,7,22,0,N,0,15,0,5,0,0
191,2004,6,11,3,2132,2125,31,20,AA,1382,N5FRAA,179,175,147,11,7,MIA,EWR,1086,9,23,0,N,0,,,,,
192,2004,6,12,4,2209,2125,125,20,AA,1382,N637AA,196,175,156,65,44,MIA,EWR,1086,10,30,0,N,0,0,0,21,0,44
193,2004,6,14,6,2212,2125,114,20,AA,1382,N5CSAA,182,175,155,54,47,MIA,EWR,1086,12,15,0,N,0,3,0,7,0,44
194,2004,6,15,7,2150,2125,57,20,AA,1382,N5EKAA,187,175,142,37,25,MIA,EWR,1086,23,22,0,N,0,10,0,12,0,15
195,2004,6,17,2,2146,2125,30,20,AA,1382,N5CLAA,164,175,144,10,21,MIA,EWR,1086,5,15,0,N,0,,,,,
196,2004,6,19,4,2310,2125,156,20,AA,1382,N5FFAA,166,175,145,96,105,MIA,EWR,1086,7,14,0,N,0,96,0,0,0,0
197,2004,6,20,5,2241,2125,121,20,AA,1382,N5DPAA,160,175,141,61,76,MIA,EWR,1086,8,11,0,N,0,0,61,0,0,0
198,2004,6,21,6,2301,2125,148,20,AA,1382,N5DRAA,167,175,140,88,96,MIA,EWR,1086,6,21,0,N,0,0,24,0,0,64
199,2004,6,22,7,2226,2125,101,20,AA,1382,N5FKAA,155,175,139,41,61,MIA,EWR,1086,6,10,0,N,0,41,0,0,0,0
200,2005,6,23,1,2258,2125,137,20,AA,1382,N630AA,159,175,138,77,93,MIA,EWR,1086,5,16,0,N,0,44,0,0,0,33
201,2005,6,24,2,2315,2125,155,20,AA,1382,N5CNAA,160,175,136,95,110,MIA,EWR,1086,6,18,0,N,0,62,0,0,0,33
202,2005,6,26,4,2145,2125,113,20,AA,1382,N5CVAA,208,175,145,53,20,MIA,EWR,1086,7,56,0,N,0,2,0,33,0,18
203,2005,6,27,5,39,2125,324,20,AA,1382,N5CLAA,165,175,135,184,194,MIA,EWR,1086,8,22,0,N,0,184,0,0,0,0
204,2005,6,28,6,116,2125,418,20,AA,1382,N5CSAA,182,175,159,238,231,MIA,EWR,1086,6,17,0,N,0,0,20,7,0,211
205,2005,6,29,7,2221,2125,114,20,AA,1382,N5DHAA,173,175,151,54,56,MIA,EWR,1086,9,13,0,N,0,5,0,0,0,49
206,2005,6,30,1,2132,2125,17,20,AA,1382,N5BTAA,165,175,146,-3,7,MIA,EWR,1086,5,14,0,N,0,,,,,
207,2005,6,1,7,1904,1855,2012,2005,AA,1389,N549AA,68,70,54,7,9,DFW,ICT,328,3,11,0,N,0,,,,,
208,2005,6,5,4,1906,1855,2115,2005,AA,1389,N516AA,129,70,76,70,11,DFW,ICT,328,8,45,0,N,0,2,0,59,0,9
209,2005,6,8,7,2011,1855,,2005,AA,1389,N586AA,,70,,,76,DFW,ICT,328,,27,0,N,1,,,,,
210,2005,6,9,1,2109,1855,2215,2005,AA,1389,N477AA,66,70,48,130,134,DFW,ICT,328,5,13,0,N,0,0,10,0,0,120
211,2005,6,12,4,1920,1855,,2005,AA,1389,N553AA,,70,,,25,DFW,ICT,328,,16,0,N,1,,,,,
212,2005,6,18,3,1946,1855,2052,2005,AA,1389,N483AA,66,70,53,47,51,DFW,ICT,328,3,10,0,N,0,4,0,0,0,43
213,2005,6,19,4,2005,1855,2115,2005,AA,1389,N476AA,70,70,56,70,70,DFW,ICT,328,3,11,0,N,0,0,15,0,0,55
214,2005,6,20,5,1947,1855,2057,2005,AA,1389,N234AA,70,70,47,52,52,DFW,ICT,328,4,19,0,N,0,52,0,0,0,0
215,2005,6,22,7,1923,1855,2038,2005,AA,1389,N407AA,75,70,57,33,28,DFW,ICT,328,3,15,0,N,0,14,0,5,0,14
216,2005,6,24,2,1912,1855,2026,2005,AA,1389,N540AA,74,70,51,21,17,DFW,ICT,328,6,17,0,N,0,11,0,4,0,6
217,2005,6,25,3,1927,1855,2038,2005,AA,1389,N486AA,71,70,55,33,32,DFW,ICT,328,5,11,0,N,0,16,0,1,0,16
218,2005,6,26,4,2023,1855,2146,2005,AA,1389,N450AA,83,70,58,101,88,DFW,ICT,328,8,17,0,N,0,65,0,13,0,23
219,2005,6,27,5,1901,1855,2012,2005,AA,1389,N498AA,71,70,52,7,6,DFW,ICT,328,5,14,0,N,0,,,,,
220,2005,6,30,1,1902,1855,2017,2005,AA,1389,N593AA,75,70,55,12,7,DFW,ICT,328,5,15,0,N,0,,,,,
221,2005,6,1,7,1732,1700,1835,1810,AA,1389,N411AA,63,70,45,25,32,SAT,DFW,247,9,9,0,N,0,0,0,0,0,25
222,2005,6,5,4,1709,1700,1829,1810,AA,1389,N516AA,80,70,46,19,9,SAT,DFW,247,20,14,0,N,0,0,0,10,0,9
223,2005,6,7,6,1730,1700,1840,1810,AA,1389,N573AA,70,70,47,30,30,SAT,DFW,247,11,12,0,N,0,0,0,0,0,30
224,2005,6,8,7,1823,1700,1936,1810,AA,1389,N297AA,73,70,43,86,83,SAT,DFW,247,16,14,0,N,0,0,0,3,0,83
225,2005,6,9,1,1858,1700,2024,1810,AA,1389,N477AA,86,70,42,134,118,SAT,DFW,247,12,32,0,N,0,0,0,119,0,15
226,2005,6,12,4,1740,1700,1847,1810,AA,1389,N553AA,67,70,46,37,40,SAT,DFW,247,10,11,0,N,0,37,0,0,0,0
227,2005,6,18,3,1752,1700,1907,1810,AA,1389,N483AA,75,70,45,57,52,SAT,DFW,247,20,10,0,N,0,12,0,5,0,40
228,2005,6,19,4,1801,1700,1915,1810,AA,1389,N476AA,74,70,49,65,61,SAT,DFW,247,14,11,0,N,0,0,61,4,0,0
229,2005,6,21,6,1711,1700,1810,1810,AA,1389,N485AA,59,70,40,0,11,SAT,DFW,247,11,8,0,N,0,,,,,
230,2005,6,22,7,1729,1700,1834,1810,AA,1389,N407AA,65,70,42,24,29,SAT,DFW,247,14,9,0,N,0,0,0,0,0,24
231,2005,6,25,3,1724,1700,1836,1810,AA,1389,N486AA,72,70,44,26,24,SAT,DFW,247,17,11,0,N,0,0,0,4,0,22
232,2005,6,26,4,1730,1700,1843,1810,AA,1389,N450AA,73,70,45,33,30,SAT,DFW,247,15,13,0,N,0,0,0,15,0,18
233,2005,6,27,5,1714,1700,1819,1810,AA,1389,N498AA,65,70,45,9,14,SAT,DFW,247,7,13,0,N,0,,,,,
234,2005,6,30,1,1728,1700,1832,1810,AA,1389,N593AA,64,70,42,22,28,SAT,DFW,247,11,11,0,N,0,0,0,0,0,22
235,2005,6,2,1,1924,1850,2002,1935,AA,1391,N525AA,98,105,81,27,34,DFW,ABQ,569,3,14,0,N,0,24,0,0,0,3
236,2005,6,4,3,1944,1850,2035,1935,AA,1391,N421AA,111,105,87,60,54,DFW,ABQ,569,9,15,0,N,0,0,0,6,0,54
237,2005,6,6,5,1959,1850,2041,1935,AA,1391,N591AA,102,105,81,66,69,DFW,ABQ,569,7,14,0,N,0,9,0,0,0,57
238,2005,6,7,6,1902,1850,1943,1935,AA,1391,N444AA,101,105,86,8,12,DFW,ABQ,569,2,13,0,N,0,,,,,
239,2005,6,8,7,1947,1850,2032,1935,AA,1391,N533AA,105,105,80,57,57,DFW,ABQ,569,5,20,0,N,0,37,0,0,0,20
240,2005,6,9,1,2151,1850,2238,1935,AA,1391,N408AA,107,105,81,183,181,DFW,ABQ,569,8,18,0,N,0,35,15,2,0,131
241,2005,6,10,2,1857,1850,1951,1935,AA,1391,N523AA,114,105,90,16,7,DFW,ABQ,569,6,18,0,N,0,7,0,9,0,0
242,2005,6,14,6,2157,1850,2245,1935,AA,1391,N490AA,108,105,87,190,187,DFW,ABQ,569,6,15,0,N,0,1,0,3,0,186
243,2005,6,15,7,1903,1850,1957,1935,AA,1391,N447AA,114,105,89,22,13,DFW,ABQ,569,7,18,0,N,0,9,0,9,0,4
244,2005,6,16,1,1935,1850,2018,1935,AA,1391,N468AA,103,105,80,43,45,DFW,ABQ,569,4,19,0,N,0,9,0,0,0,34
245,2005,6,17,2,1910,1850,1944,1935,AA,1391,N449AA,94,105,78,9,20,DFW,ABQ,569,3,13,0,N,0,,,,,
246,2005,6,19,4,2059,1850,2155,1935,AA,1391,N495AA,116,105,88,140,129,DFW,ABQ,569,5,23,0,N,0,0,29,11,0,100
247,2005,6,20,5,1909,1850,2007,1935,AA,1391,N504AA,118,105,90,32,19,DFW,ABQ,569,4,24,0,N,0,2,0,13,0,17
248,2005,6,21,6,2005,1850,2046,1935,AA,1391,N473AA,101,105,80,71,75,DFW,ABQ,569,5,16,0,N,0,71,0,0,0,0
249,2005,6,22,7,1903,1850,1956,1935,AA,1391,N459AA,113,105,86,21,13,DFW,ABQ,569,4,23,0,N,0,0,10,8,0,3
250,2005,6,23,1,1906,1850,2002,1935,AA,1391,N547AA,116,105,88,27,16,DFW,ABQ,569,10,18,0,N,0,16,0,11,0,0
251,2005,6,24,2,2011,1850,2100,1935,AA,1391,N557AA,109,105,88,85,81,DFW,ABQ,569,4,17,0,N,0,71,0,4,0,10
252,2005,6,25,3,1954,1850,2159,1935,AA,1391,N583AA,185,105,77,144,64,DFW,ABQ,569,3,105,0,N,0,64,0,80,0,0
253,2005,6,26,4,1909,1850,1942,1935,AA,1391,N477AA,93,105,77,7,19,DFW,ABQ,569,2,14,0,N,0,,,,,
254,2005,6,30,1,2133,1850,2212,1935,AA,1391,N527AA,99,105,78,157,163,DFW,ABQ,569,4,17,0,N,0,154,0,0,0,3
255,2005,6,4,3,1739,1650,1910,1805,AA,1391,N421AA,151,135,115,65,49,IND,DFW,762,20,16,0,N,0,0,0,16,0,49
256,2005,6,7,6,1657,1650,1822,1805,AA,1391,N444AA,145,135,108,17,7,IND,DFW,762,20,17,0,N,0,0,0,10,0,7
257,2005,6,8,7,1709,1650,1835,1805,AA,1391,N533AA,146,135,104,30,19,IND,DFW,762,22,20,0,N,0,0,0,11,0,19
258,2005,6,9,1,1858,1650,2026,1805,AA,1391,N408AA,148,135,120,141,128,IND,DFW,762,9,19,0,N,0,0,0,82,0,59
259,2005,6,12,4,1657,1650,1815,1805,AA,1391,N526AA,138,135,106,10,7,IND,DFW,762,22,10,0,N,0,,,,,
260,2005,6,16,1,1744,1650,1851,1805,AA,1391,N468AA,127,135,102,46,54,IND,DFW,762,17,8,0,N,0,0,0,0,0,46
261,2005,6,18,3,1658,1650,1817,1805,AA,1391,N573AA,139,135,121,12,8,IND,DFW,762,8,10,0,N,0,,,,,
262,2005,6,19,4,1901,1650,2006,1805,AA,1391,N208AA,125,135,104,121,131,IND,DFW,762,6,15,0,N,0,0,0,0,0,121
263,2005,6,20,5,1656,1650,1809,1805,AA,1391,N234AA,133,135,107,4,6,IND,DFW,762,18,8,0,N,0,,,,,
264,2005,6,21,6,1657,1650,1807,1805,AA,1391,N428AA,130,135,111,2,7,IND,DFW,762,7,12,0,N,0,,,,,
265,2005,6,23,1,1721,1650,1826,1805,AA,1391,N446AA,125,135,108,21,31,IND,DFW,762,4,13,0,N,0,0,0,0,0,21
266,2005,6,24,2,1709,1650,1812,1805,AA,1391,N583AA,123,135,103,7,19,IND,DFW,762,10,10,0,N,0,,,,,
267,2005,6,26,4,1704,1650,1825,1805,AA,1391,N477AA,141,135,108,20,14,IND,DFW,762,5,28,0,N,0,0,0,6,0,14
268,2005,6,18,3,927,915,1158,1145,AA,1393,N227AA,151,150,117,13,12,LGA,ATL,761,6,28,0,N,0,,,,,
269,2005,6,20,5,1105,915,1321,1145,AA,1393,N509AA,136,150,109,96,110,LGA,ATL,761,6,21,0,N,0,96,0,0,0,0
270,2005,6,25,3,935,915,1204,1145,AA,1393,N498AA,149,150,103,19,20,LGA,ATL,761,8,38,0,N,0,18,0,0,0,1
271,2005,6,26,4,1035,915,1302,1145,AA,1393,N244AA,147,150,110,77,80,LGA,ATL,761,6,31,0,N,0,67,0,0,0,10
272,2005,6,30,1,949,915,1212,1145,AA,1393,N4UBAA,143,150,114,27,34,LGA,ATL,761,5,24,0,N,0,0,0,10,0,17
273,2005,6,9,1,752,715,1134,1105,AA,1394,N477AA,162,170,147,29,37,DFW,FLL,1119,5,10,0,N,0,29,0,0,0,0
274,2005,6,19,4,830,715,1236,1105,AA,1394,N495AA,186,170,142,91,75,DFW,FLL,1119,6,38,0,N,0,0,75,16,0,0
275,2005,6,27,5,725,715,1101,1105,AA,1394,N498AA,156,170,141,-4,10,DFW,FLL,1119,4,11,0,N,0,,,,,
276,2005,6,1,7,1339,1305,1507,1440,AA,1395,N505AA,148,155,133,27,34,TPA,DFW,929,6,9,0,N,0,0,27,0,0,0
277,2005,6,4,3,1404,1305,1538,1440,AA,1395,N405AA,154,155,134,58,59,TPA,DFW,929,7,13,0,N,0,51,0,0,0,7
278,2005,6,6,5,1318,1305,1448,1440,AA,1395,N431AA,150,155,131,8,13,TPA,DFW,929,7,12,0,N,0,,,,,
279,2005,6,8,7,1314,1305,1445,1440,AA,1395,N511AA,151,155,126,5,9,TPA,DFW,929,9,16,0,N,0,,,,,
280,2005,6,9,1,1316,1305,1446,1440,AA,1395,N555AA,150,155,129,6,11,TPA,DFW,929,10,11,0,N,0,,,,,
281,2005,6,10,2,1343,1305,1517,1440,AA,1395,N441AA,154,155,135,37,38,TPA,DFW,929,9,10,0,N,0,10,0,0,0,27
282,2005,6,12,4,1313,1305,1436,1440,AA,1395,N498AA,143,155,126,-4,8,TPA,DFW,929,8,9,0,N,0,,,,,
283,2005,6,14,6,1358,1305,1524,1440,AA,1395,N559AA,146,155,127,44,53,TPA,DFW,929,7,12,0,N,0,0,0,0,0,44
284,2005,6,19,4,1419,1305,1554,1440,AA,1395,N535AA,155,155,135,74,74,TPA,DFW,929,6,14,0,N,0,2,0,0,0,72
285,2005,6,20,5,1324,1305,1452,1440,AA,1395,N441AA,148,155,129,12,19,TPA,DFW,929,9,10,0,N,0,,,,,
286,2005,6,21,6,1328,1305,1506,1440,AA,1395,N557AA,158,155,134,26,23,TPA,DFW,929,12,12,0,N,0,0,5,3,0,18
287,2005,6,22,7,1319,1305,1526,1440,AA,1395,N421AA,187,155,138,46,14,TPA,DFW,929,14,35,0,N,0,0,0,32,0,14
288,2005,6,24,2,1325,1305,1450,1440,AA,1395,N497AA,145,155,125,10,20,TPA,DFW,929,7,13,0,N,0,,,,,
289,2005,6,27,5,1316,1305,1438,1440,AA,1395,N496AA,142,155,126,-2,11,TPA,DFW,929,5,11,0,N,0,,,,,
290,2005,6,28,6,1325,1305,1442,1440,AA,1395,N493AA,137,155,123,2,20,TPA,DFW,929,7,7,0,N,0,,,,,
291,2005,6,29,7,1337,1305,1513,1440,AA,1395,N516AA,156,155,133,33,32,TPA,DFW,929,12,11,0,N,0,0,0,1,0,32
292,2005,6,2,1,1623,1610,2140,2145,AA,1396,N4YCAA,197,215,178,-5,13,SFO,DFW,1464,5,14,0,N,0,,,,,
293,2005,6,3,2,1641,1610,2152,2145,AA,1396,N4WXAA,191,215,165,7,31,SFO,DFW,1464,12,14,0,N,0,,,,,
294,2005,6,4,3,1645,1610,2146,2145,AA,1396,N599AA,181,215,164,1,35,SFO,DFW,1464,7,10,0,N,0,,,,,
295,2005,6,6,5,1640,1610,2153,2145,AA,1396,N4WPAA,193,215,170,8,30,SFO,DFW,1464,3,20,0,N,0,,,,,
296,2005,6,7,6,1821,1610,2324,2145,AA,1396,N593AA,183,215,164,99,131,SFO,DFW,1464,3,16,0,N,0,4,0,0,0,95
297,2005,6,8,7,2011,1610,131,2145,AA,1396,N566AA,200,215,174,226,241,SFO,DFW,1464,12,14,0,N,0,126,0,0,0,100
298,2005,6,9,1,1728,1610,2240,2145,AA,1396,N4XEAA,192,215,163,55,78,SFO,DFW,1464,13,16,0,N,0,0,0,55,0,0
299,2005,6,10,2,1711,1610,2218,2145,AA,1396,N4XRAA,187,215,162,33,61,SFO,DFW,1464,6,19,0,N,0,14,0,0,0,19
300,2006,6,11,3,1618,1610,2147,2145,AA,1396,N4WKAA,209,215,185,2,8,SFO,DFW,1464,4,20,0,N,0,,,,,
301,2006,6,12,4,1639,1610,2142,2145,AA,1396,N4XPAA,183,215,166,-3,29,SFO,DFW,1464,5,12,0,N,0,,,,,
302,2006,6,13,5,1622,1610,2154,2145,AA,1396,N5CBAA,212,215,160,9,12,SFO,DFW,1464,25,27,0,N,0,,,,,
303,2006,6,15,7,1714,1610,2229,2145,AA,1396,N4WWAA,195,215,173,44,64,SFO,DFW,1464,3,19,0,N,0,6,0,0,0,38
304,2006,6,17,2,1758,1610,2312,2145,AA,1396,N433AA,194,215,171,87,108,SFO,DFW,1464,10,13,0,N,0,5,0,0,0,82
305,2006,6,19,4,1803,1610,2317,2145,AA,1396,N562AA,194,215,180,92,113,SFO,DFW,1464,4,10,0,N,0,4,0,0,0,88
306,2006,6,22,7,1635,1610,2233,2145,AA,1396,N597AA,238,215,193,48,25,SFO,DFW,1464,14,31,0,N,0,0,0,24,0,24
307,2006,6,23,1,1616,1610,2210,2145,AA,1396,N4YLAA,234,215,190,25,6,SFO,DFW,1464,27,17,0,N,0,5,0,19,0,1
308,2006,6,24,2,1635,1610,2200,2145,AA,1396,N410AA,205,215,181,15,25,SFO,DFW,1464,3,21,0,N,0,0,0,0,0,15
309,2006,6,26,4,1650,1610,2213,2145,AA,1396,N4WDAA,203,215,179,28,40,SFO,DFW,1464,11,13,0,N,0,5,0,0,0,23
310,2006,6,27,5,1708,1610,2236,2145,AA,1396,N4YBAA,208,215,188,51,58,SFO,DFW,1464,7,13,0,N,0,8,0,0,0,43
311,2006,6,29,7,1616,1610,2148,2145,AA,1396,N4WWAA,212,215,182,3,6,SFO,DFW,1464,10,20,0,N,0,,,,,
312,2006,6,4,3,935,850,1106,1010,AA,1397,N408AA,151,140,109,56,45,ATL,DFW,732,6,36,0,N,0,45,0,11,0,0
313,2006,6,6,5,939,850,1113,1010,AA,1397,N560AA,154,140,103,63,49,ATL,DFW,732,16,35,0,N,0,49,0,14,0,0
314,2006,6,7,6,1118,850,1250,1010,AA,1397,N464AA,152,140,99,160,148,ATL,DFW,732,23,30,0,N,0,148,0,12,0,0
315,2006,6,8,7,1101,850,1218,1010,AA,1397,N262AA,137,140,102,128,131,ATL,DFW,732,10,25,0,N,0,128,0,0,0,0
316,2006,6,9,1,1159,850,1322,1010,AA,1397,N578AA,143,140,117,192,189,ATL,DFW,732,12,14,0,N,0,189,0,3,0,0
317,2006,6,10,2,949,850,1103,1010,AA,1397,N442AA,134,140,108,53,59,ATL,DFW,732,7,19,0,N,0,53,0,0,0,0
318,2006,6,16,1,1128,850,1258,1010,AA,1397,N496AA,150,140,104,168,158,ATL,DFW,732,13,33,0,N,0,158,0,10,0,0
319,2006,6,19,4,930,850,1147,1010,AA,1397,N450AA,197,140,118,97,40,ATL,DFW,732,19,60,0,N,0,20,0,77,0,0
320,2006,6,23,1,937,850,1057,1010,AA,1397,N405AA,140,140,105,47,47,ATL,DFW,732,9,26,0,N,0,47,0,0,0,0
321,2006,6,26,4,856,850,1008,1010,AA,1397,N274AA,132,140,101,-2,6,ATL,DFW,732,3,28,0,N,0,,,,,
322,2006,6,27,5,907,850,1013,1010,AA,1397,N4XGAA,126,140,102,3,17,ATL,DFW,732,4,20,0,N,0,,,,,
323,2006,6,28,6,948,850,1113,1010,AA,1397,N419AA,145,140,102,63,58,ATL,DFW,732,14,29,0,N,0,58,0,5,0,0
324,2006,6,29,7,1032,850,1211,1010,AA,1397,N427AA,159,140,101,121,102,ATL,DFW,732,32,26,0,N,0,102,0,19,0,0
325,2006,6,30,1,946,850,1102,1010,AA,1397,N414AA,136,140,110,52,56,ATL,DFW,732,6,20,0,N,0,52,0,0,0,0
326,2006,6,4,3,1142,1055,1247,1200,AA,1397,N408AA,65,65,46,47,47,DFW,SAT,247,4,15,0,N,0,1,0,0,0,46
327,2006,6,5,4,1101,1055,1210,1200,AA,1397,N534AA,69,65,50,10,6,DFW,SAT,247,3,16,0,N,0,,,,,
328,2006,6,6,5,1149,1055,1247,1200,AA,1397,N560AA,58,65,42,47,54,DFW,SAT,247,3,13,0,N,0,1,0,0,0,46
329,2006,6,7,6,1318,1055,1420,1200,AA,1397,N464AA,62,65,41,140,143,DFW,SAT,247,3,18,0,N,0,0,0,0,0,140
330,2006,6,9,1,1252,1055,1351,1200,AA,1397,N425AA,59,65,41,111,117,DFW,SAT,247,5,13,0,N,0,9,0,0,0,102
331,2006,6,10,2,1140,1055,1237,1200,AA,1397,N442AA,57,65,43,37,45,DFW,SAT,247,2,12,0,N,0,2,0,0,0,35
332,2006,6,12,4,1117,1055,1212,1200,AA,1397,N587AA,55,65,38,12,22,DFW,SAT,247,2,15,0,N,0,,,,,
333,2006,6,14,6,1108,1055,1208,1200,AA,1397,N461AA,60,65,39,8,13,DFW,SAT,247,3,18,0,N,0,,,,,
334,2006,6,15,7,1114,1055,1212,1200,AA,1397,N475AA,58,65,37,12,19,DFW,SAT,247,3,18,0,N,0,,,,,
335,2006,6,16,1,1407,1055,1505,1200,AA,1397,N496AA,58,65,41,185,192,DFW,SAT,247,3,14,0,N,0,33,0,0,0,152
336,2006,6,19,4,1310,1055,1411,1200,AA,1397,N207AA,61,65,40,131,135,DFW,SAT,247,4,17,0,N,0,0,77,0,0,54
337,2006,6,23,1,1133,1055,1226,1200,AA,1397,N405AA,53,65,39,26,38,DFW,SAT,247,3,11,0,N,0,1,0,0,0,25
338,2006,6,26,4,1102,1055,1205,1200,AA,1397,N439AA,63,65,43,5,7,DFW,SAT,247,2,18,0,N,0,,,,,
339,2006,6,28,6,1157,1055,1256,1200,AA,1397,N4XGAA,59,65,41,56,62,DFW,SAT,247,3,15,0,N,0,38,0,0,0,18
340,2006,6,29,7,1256,1055,1409,1200,AA,1397,N427AA,73,65,43,129,121,DFW,SAT,247,5,25,0,N,0,10,0,8,0,111
341,2006,6,30,1,1205,1055,1310,1200,AA,1397,N516AA,65,65,44,70,70,DFW,SAT,247,4,17,0,N,0,10,0,0,0,60
342,2006,6,8,7,632,615,823,755,AA,1399,N450AA,111,100,85,28,17,STL,DFW,551,13,13,0,N,0,17,0,11,0,0
343,2006,6,16,1,716,615,910,755,AA,1399,N406AA,114,100,92,75,61,STL,DFW,551,9,13,0,N,0,61,0,14,0,0
344,2006,6,2,1,1726,1715,1854,1845,AA,1400,N4XLAA,88,90,66,9,11,DFW,MEM,432,6,16,0,N,0,,,,,
345,2006,6,5,4,1723,1715,1853,1845,AA,1400,N4WAAA,90,90,66,8,8,DFW,MEM,432,6,18,0,N,0,,,,,
346,2006,6,6,5,1735,1715,1858,1845,AA,1400,N4XJAA,83,90,65,13,20,DFW,MEM,432,4,14,0,N,0,,,,,
347,2006,6,9,1,1745,1715,2006,1845,AA,1400,N262AA,141,90,101,81,30,DFW,MEM,432,10,30,0,N,0,0,11,51,0,19
348,2006,6,13,5,1752,1715,1915,1845,AA,1400,N477AA,83,90,65,30,37,DFW,MEM,432,6,12,0,N,0,30,0,0,0,0
349,2006,6,15,7,1722,1715,1857,1845,AA,1400,N4YTAA,95,90,67,12,7,DFW,MEM,432,10,18,0,N,0,,,,,
350,2006,6,17,2,1733,1715,1916,1845,AA,1400,N4XUAA,103,90,60,31,18,DFW,MEM,432,10,33,0,N,0,0,17,13,0,1
351,2006,6,19,4,1755,1715,1918,1845,AA,1400,N541AA,83,90,61,33,40,DFW,MEM,432,4,18,0,N,0,0,21,0,0,12
352,2006,6,25,3,1827,1715,1949,1845,AA,1400,N521AA,82,90,64,64,72,DFW,MEM,432,4,14,0,N,0,0,0,0,0,64
353,2006,6,26,4,1748,1715,1910,1845,AA,1400,N4XEAA,82,90,63,25,33,DFW,MEM,432,5,14,0,N,0,25,0,0,0,0
354,2006,6,3,2,1033,1005,1333,1315,AA,1402,N519AA,120,130,102,18,28,DFW,ATL,732,10,8,0,N,0,18,0,0,0,0
355,2006,6,8,7,1028,1005,1353,1315,AA,1402,N431AA,145,130,111,38,23,DFW,ATL,732,16,18,0,N,0,23,0,15,0,0
356,2006,6,9,1,1018,1005,1315,1315,AA,1402,N576AA,117,130,101,0,13,DFW,ATL,732,6,10,0,N,0,,,,,
357,2006,6,10,2,1028,1005,1337,1315,AA,1402,N466AA,129,130,100,22,23,DFW,ATL,732,14,15,0,N,0,8,0,0,0,14
358,2006,6,12,4,1012,1005,1318,1315,AA,1402,N415AA,126,130,101,3,7,DFW,ATL,732,11,14,0,N,0,,,,,
359,2006,6,18,3,1023,1005,1317,1315,AA,1402,N4WJAA,114,130,99,2,18,DFW,ATL,732,5,10,0,N,0,,,,,
360,2006,6,19,4,1216,1005,1547,1315,AA,1402,N4YGAA,151,130,102,152,131,DFW,ATL,732,15,34,0,N,0,0,131,21,0,0
361,2006,6,29,7,1224,1005,1552,1315,AA,1402,N507AA,148,130,107,157,139,DFW,ATL,732,18,23,0,N,0,53,0,18,0,86
362,2006,6,10,2,812,740,945,910,AA,1402,N466AA,93,90,69,35,32,MCI,DFW,460,11,13,0,N,0,32,0,3,0,0
363,2006,6,18,3,803,740,938,910,AA,1402,N572AA,95,90,72,28,23,MCI,DFW,460,11,12,0,N,0,23,0,5,0,0
364,2006,6,29,7,808,740,946,910,AA,1402,N585AA,98,90,74,36,28,MCI,DFW,460,11,13,0,N,0,28,0,8,0,0
365,2006,6,30,1,747,740,921,910,AA,1402,N579AA,94,90,72,11,7,MCI,DFW,460,8,14,0,N,0,,,,,
366,2006,6,1,7,1542,1525,1739,1715,AA,1403,N4UBAA,117,110,89,24,17,ORD,TUL,585,3,25,0,N,0,3,0,7,0,14
367,2006,6,3,2,1634,1525,1827,1715,AA,1403,N241AA,113,110,88,72,69,ORD,TUL,585,6,19,0,N,0,0,0,14,0,58
368,2006,6,4,3,1537,1525,1744,1715,AA,1403,N477AA,127,110,89,29,12,ORD,TUL,585,3,35,0,N,0,0,0,21,0,8
369,2006,6,5,4,1658,1525,1848,1715,AA,1403,N207AA,110,110,90,93,93,ORD,TUL,585,4,16,0,N,0,0,0,7,0,86
370,2006,6,6,5,1658,1525,1858,1715,AA,1403,N580AA,120,110,90,103,93,ORD,TUL,585,3,27,0,N,0,0,0,14,0,89
371,2006,6,7,6,1550,1525,1806,1715,AA,1403,N428AA,136,110,85,51,25,ORD,TUL,585,2,49,0,N,0,0,0,35,0,16
372,2006,6,9,1,1624,1525,1815,1715,AA,1403,N527AA,111,110,93,60,59,ORD,TUL,585,4,14,0,N,0,0,0,14,0,46
373,2006,6,10,2,1532,1525,1710,1715,AA,1403,N255AA,98,110,85,-5,7,ORD,TUL,585,3,10,0,N,0,,,,,
374,2006,6,13,5,1916,1525,2113,1715,AA,1403,N485AA,117,110,89,238,231,ORD,TUL,585,4,24,0,N,0,0,127,7,0,104
375,2006,6,14,6,1534,1525,1711,1715,AA,1403,N460AA,97,110,81,-4,9,ORD,TUL,585,3,13,0,N,0,,,,,
376,2006,6,15,7,1638,1525,1820,1715,AA,1403,N533AA,102,110,85,65,73,ORD,TUL,585,2,15,0,N,0,12,0,0,0,53
